include,fy,agency,administration,suboffice,program,summary,program_appr,mitigation,power,transportation_sector,industry,agriculture_sector,buildings,forestry,efficiency,clean_electricity,electrification,fuels,carbon_management,non_co2,land_sink,other,rd,piloting,deployment,energy_water,transportation_fs,agriculture_fs,interior_environment,iija,ira,approps,one_time
Y,2022,EPA,Office of Air and Radiation,Office of Air Quality Planning and Standards,Funding to Address Air Pollution at Schools,"Program to provide funding for grants and other activities to monitor and reduce pollution and greenhouse gas emissions at schools in low-income and disadvantaged communities. To provide technical assistance to schools in low-income and disadvantaged communities to develop school air and environmental quality plans and to identify and mitigate ongoing air pollution hazards.

Eligible uses include: (1) To address environmental issues affecting air quality in schools; (2) To develop school air and environmental quality plans that include standards for school building, design, construction, or renovation; (3) To identify and mitigate ongoing air pollution hazards in schools; (4) To provide technical assistance addressing air quality to schools in low-income and disadvantaged communities.",5000,5000,0,0,0,0,5000,0,0,0,0,0,5000,0,0,0,2500,0,2500,0,0,0,0,0,5000,0,0
Y,2022,EPA,Office of Air and Radiation,Office of Atmospheric Protection (OAP),Low Emissions Electricity Program,"Program to provide funding for EPA to do a variety of activities related to reducing greenhouse gas emissions from electricity generation and use, including (1) for consumer-related education and partnerships; (2) for education, technical assistance, and partnerships within low- income and disadvantaged communities; (3) for industry-related outreach, technical assistance, and partnerships; (4) for outreach and technical assistance to, and partnerships with, state, Tribal, and local governments; (5) to assess the reductions in greenhouse gas emissions that result from changes in domestic electricity generation and use that are anticipated to occur on an annual basis through fiscal year 2031; (6) to ensure that reductions in greenhouse gas emissions are achieved through use of the existing authorities of the Clean Air Act, incorporating the assessment described in (5). 

Eligible uses include: (1) To address environmental issues affecting air quality in schools; (2) To develop school air and environmental quality plans that include standards for school building, design, construction, or renovation; (3) To identify and mitigate ongoing air pollution hazards in schools; (4) To provide technical assistance addressing air quality to schools in low-income and disadvantaged communities.
",8700,8700,8700,0,0,0,0,0,0,8700,0,0,0,0,0,0,4350,0,4350,0,0,0,0,0,8700,0,0
Y,2022,EPA,Office of Air and Radiation,Office of Air Quality Planning and Standards,Funding for Section 211(o) of the Clean Air Act,"Program to support investments in advanced biofuels and to implement the Renewable Fuel Standard, including developing tests and protocols regarding effects of fuel and fuel additives; to update analyses of lifecycle greenhouse gases of a fuel; to review impacts of transportation fuels on the general public and on low-income and disadvantaged communities; to award grants to industry and other related activities to support investments in advanced biofuels.

Eligible uses include to develop tests and protocols regarding effects of fuel and fuel additives; to update analyses of lifecycle greenhouse gases of a fuel; to review impacts of transportation fuels on the general public and on low-income and disadvantaged communities; to award grants to industry and other related activities to support investments in advanced biofuels.
",1500,1500,0,1500,0,0,0,0,0,0,0,1500,0,0,0,0,750,0,750,0,0,0,0,0,1500,0,0
Y,2022,EPA,Office of Air and Radiation,Office of Atmospheric Protection (OAP),Implementation of the American Innovation and Manufacturing Act,"Program to fund EPA’s implementation of the American Innovation and Manufacturing Act, a bipartisan law to phase down the production and consumption of listed hydrofluorocarbons (HFCs), maximize reclamation and minimize releases from equipment, and facilitate the transition to next-generation technologies through sector-based restrictions.

Eligible uses are: (1) Provide funding for EPA for AIM Act implementation to carry out subsections (a) through (i) and subsection (k) of the statute; (2) To deploy new implementation and compliance tools to carry out subsections (a) through (i) and subsection (k) of the statute; (3) For competitive grants for reclaim and innovative destruction technologies under subsections (a) through (i) and subsection (k) of the statute.
",7700,7700,0,0,7700,0,0,0,0,0,0,0,0,0,0,7700,0,0,7700,0,0,0,0,0,7700,0,0
Y,2022,EPA,Office of Air and Radiation,Office of Atmospheric Protection (OAP),Greenhouse Gas Corporate Reporting,"Program to provide funding for EPA to improve standardization and transparency of corporate climate action commitments and plans to reduce greenhouse gas emissions; to support corporate progress toward meeting such commitments and implementing such plans; and to enhance transparency regarding corporate progress.
",500,500,0,0,250,0,250,0,0,0,0,0,500,0,0,0,500,0,0,0,0,0,0,0,500,0,0
Y,2022,EPA,Office of Chemical Safety and Pollution Prevention,Office of Pollution Prevention and Toxics,Environmental Product Declaration Assistance,"Program to support the development and standardization of environmental product declarations, including measurements of the embodied greenhouse gas emissions of construction materials and products. Eligible uses are developing and verifying environmental product declarations; technical assistance; other activities that assist in measuring, reporting, and steadily reducing the quantity of embodied carbon in construction materials and products.
",25000,25000,0,0,25000,0,0,0,0,0,0,0,25000,0,0,0,12500,0,12500,0,0,0,0,0,25000,0,0
Y,2022,EPA,Office of Chemical Safety and Pollution Prevention,Office of Pollution Prevention and Toxics,Environmental Product Declaration Assistance,"Program to support the development and standardization of environmental product declarations, including measurements of the embodied greenhouse gas emissions of construction materials and products. Eligible uses are developing and verifying environmental product declarations; technical assistance; other activities that assist in measuring, reporting, and steadily reducing the quantity of embodied carbon in construction materials and products.

",25000,25000,0,0,25000,0,0,0,0,0,0,0,25000,0,0,0,12500,0,12500,0,0,0,0,0,25000,0,0
Y,2022,EPA,Office of Air and Radiation,Office of Atmospheric Protection (OAP),Methane Emissions Reduction Program,"Program to provide financial and technical assistance for preparing and submitting greenhouse gas reports, monitoring methane emissions, and reducing methane and other greenhouse gas emissions from petroleum and natural gas systems, including improving and deploying equipment to reduce emissions, supporting innovation, permanently shutting in and plugging wells, mitigating health effects in low-income and disadvantaged communities, improving climate resiliency, and supporting environmental restoration. The statute also establishes a waste emissions charge for applicable facilities that report more than 25,000 metric tons of CO2 equivalent per year (to the petroleum and natural gas systems source category of the Greenhouse Gas Reporting Program) and that exceed statutorily specified waste emissions thresholds.

Eligible uses include to provide funding for financial and technical assistance for preparing and submitting greenhouse gas reports, monitoring methane emissions, and reducing methane and other greenhouse gas emissions from petroleum and natural gas systems, including improving and deploying equipment to reduce emissions, supporting innovation, permanently shutting in and plugging wells, mitigating health effects in low-income and disadvantaged communities, improving climate resiliency, and supporting environmental restoration.
",221429,221429,0,0,221429,0,0,0,0,0,0,0,110715,110715,0,0,55357,0,55357,0,0,0,0,0,221429,0,0
Y,2022,EPA,Office of Air and Radiation,Office of Atmospheric Protection (OAP),Climate Pollution Reduction Grants: Planning Grants,"Program to provide grants to Tribes, states, air pollution control agencies, and local governments to develop and implement plans for reducing greenhouse gas emissions. The statute allocates $250 million for planning grants and $4.750 billion for implementation grants.
",25000,25000,5000,5000,5000,5000,5000,0,5000,5000,5000,5000,5000,0,0,0,12500,0,12500,0,0,0,0,0,25000,0,0
Y,2022,EPA,Office of Air and Radiation,Office of Atmospheric Protection (OAP),Climate Pollution Reduction Grants: Implementation Grants,"Program to provide grants to Tribes, states, air pollution control agencies, and local governments to develop and implement plans for reducing greenhouse gas emissions. The statute allocates $250 million for planning grants and $4.750 billion for implementation grants.
",950000,950000,190000,190000,190000,190000,190000,0,190000,190000,190000,190000,190000,0,0,0,475000,0,475000,0,0,0,0,0,950000,0,0
