include,fy,agency,administration,suboffice,program,summary,program_appr,mitigation,power,transportation_sector,industry,agriculture_sector,buildings,forestry,efficiency,clean_electricity,electrification,fuels,carbon_management,non_co2,land_sink,other,rd,piloting,deployment,fy21_omni,ira,iija,fy22_omni,fy23_omni,approps,one_time,tax_credit
Y,2022,EPA,Air and Radiation,Atmospheric Protection,Low Emissions Electricity Program,"Provides funding for EPA to do a variety of activities related to reducing greenhouse gas emissions from electricity generation and use, including (1) for consumer-related education and partnerships; (2) for education, technical assistance, and partnerships within low- income and disadvantaged communities; (3) for industry-related outreach, technical assistance, and partnerships; (4) for outreach and technical assistance to, and partnerships with, state, Tribal, and local governments; (5) to assess the reductions in greenhouse gas emissions that result from changes in domestic electricity generation and use that are anticipated to occur on an annual basis through fiscal year 2031; (6) to ensure that reductions in greenhouse gas emissions are achieved through use of the existing authorities of the Clean Air Act, incorporating the assessment described in (5). 

Eligible uses include: (1) To address environmental issues affecting air quality in schools; (2) To develop school air and environmental quality plans that include standards for school building, design, construction, or renovation; (3) To identify and mitigate ongoing air pollution hazards in schools; (4) To provide technical assistance addressing air quality to schools in low-income and disadvantaged communities.
",8700,8700,8700,0,0,0,0,0,0,8700,0,0,0,0,0,0,4350,0,4350,0,8700,0,0,0,0,8700,0
Y,2022,EPA,Air and Radiation,Atmospheric Protection,Implementation of the American Innovation and Manufacturing Act,"Funds EPA’s implementation of the American Innovation and Manufacturing Act, a bipartisan law to phase down the production and consumption of listed hydrofluorocarbons (HFCs), maximize reclamation and minimize releases from equipment, and facilitate the transition to next-generation technologies through sector-based restrictions.

Eligible uses are: (1) Provide funding for EPA for AIM Act implementation to carry out subsections (a) through (i) and subsection (k) of the statute; (2) To deploy new implementation and compliance tools to carry out subsections (a) through (i) and subsection (k) of the statute; (3) For competitive grants for reclaim and innovative destruction technologies under subsections (a) through (i) and subsection (k) of the statute.
",7700,7700,0,0,7700,0,0,0,0,0,0,0,0,0,0,7700,0,0,7700,0,7700,0,0,0,0,7700,0
Y,2022,EPA,Air and Radiation,Atmospheric Protection,Greenhouse Gas Corporate Reporting,"Improves standardization and transparency of corporate climate action commitments and plans to reduce greenhouse gas emissions; to support corporate progress toward meeting such commitments and implementing such plans; and to enhance transparency regarding corporate progress.
",500,500,83,83,83,83,83,83,71,71,71,71,71,71,71,0,0,0,500,0,500,0,0,0,0,500,0
Y,2022,EPA,Air and Radiation,Atmospheric Protection,Methane Emissions Reduction Program,"Provides financial and technical assistance for preparing and submitting greenhouse gas reports, monitoring methane emissions, and reducing methane and other greenhouse gas emissions from petroleum and natural gas systems, including improving and deploying equipment to reduce emissions, supporting innovation, permanently shutting in and plugging wells, mitigating health effects in low-income and disadvantaged communities, improving climate resiliency, and supporting environmental restoration. The statute also establishes a waste emissions charge for applicable facilities that report more than 25,000 metric tons of CO2 equivalent per year (to the petroleum and natural gas systems source category of the Greenhouse Gas Reporting Program) and that exceed statutorily specified waste emissions thresholds.

Eligible uses include to provide funding for financial and technical assistance for preparing and submitting greenhouse gas reports, monitoring methane emissions, and reducing methane and other greenhouse gas emissions from petroleum and natural gas systems, including improving and deploying equipment to reduce emissions, supporting innovation, permanently shutting in and plugging wells, mitigating health effects in low-income and disadvantaged communities, improving climate resiliency, and supporting environmental restoration.
",221429,221429,0,0,221429,0,0,0,0,0,0,0,110715,110715,0,0,110715,0,110715,0,221429,0,0,0,0,221429,0
Y,2022,EPA,Air and Radiation,Atmospheric Protection,Climate Pollution Reduction Grants: Implementation Grants,"Grants to Tribes, states, air pollution control agencies, and local governments to develop and implement plans for reducing greenhouse gas emissions. The statute allocates $250 million for planning grants and $4.750 billion for implementation grants.
",950000,950000,237500,237500,237500,0,237500,0,190000,190000,190000,190000,190000,0,0,0,475000,0,475000,0,950000,0,0,0,0,950000,0
Y,2022,EPA,Air and Radiation,Atmospheric Protection,Climate Pollution Reduction Grants: Planning Grants,"Grants to Tribes, states, air pollution control agencies, and local governments to develop and implement plans for reducing greenhouse gas emissions. The statute allocates $250 million for planning grants and $4.750 billion for implementation grants.
",25000,25000,6250,6250,6250,0,6250,0,5000,5000,5000,5000,5000,0,0,0,12500,0,12500,0,25000,0,0,0,0,25000,0
Y,2022,EPA,Land and Emergency Management,Brownfields and Land Revitalization,Brownfields Projects,"Funds to empower States, communities, Tribes, and nonprofit organizations to prevent, inventory, assess, clean up, and reuse brownfield sites.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,EPA,Land and Emergency Management,Brownfields and Land Revitalization,Brownfields State & Tribal Response Programs,Funding for States and Tribal Nations to develop brownfields cleanup standards and policy and conducting or overseeing the assessment and cleanup of brownfield sites within their jurisdictions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,EPA,Environmental Justice and External Civil Rights,Community Support,Environmental and Climate Justice Block Grants,"Provides grants and technical assistance to community-based non-profit organizations, alone or in certain partnerships, including those with Indian Tribes, to reduce indoor and outdoor air pollution, including greenhouse gases; monitor for pollution; improve community resilience to the impacts of climate change, including extreme heat and wildfire; and build the capacity of disadvantaged communities to engage with state and federal decision-making processes. EPA is appropriated $2.8 billion for financial assistance, and $200 million for technical assistance up until September 30, 2026.

Eligible uses include: (1) Community-led air and other pollution monitoring, prevention, and remediation, and investments in low- and zero-emission and resilient technologies and related infrastructure and workforce development that help reduce greenhouse gas emissions and other air pollutants; (2) Mitigating climate and health risks from urban heat islands, extreme heat, wood heater emissions, and wildfire events; (3) Climate resiliency and adaptation; (4) Reducing indoor toxics and indoor air pollution; or (5) Facilitating engagement of disadvantaged communities in state and federal advisory groups, workshops, rulemakings, and other public processes.",600000,600000,120000,120000,120000,120000,120000,0,99960,99960,99960,99960,99960,99960,0,0,300000,0,300000,0,600000,0,0,0,0,600000,0
Y,2022,EPA,Environmental Justice and External Civil Rights,Community Support,Environmental and Climate Justice Block Grants: Environmental Justice Collaborative Problem-Solving (EJCPS) Cooperative Agreement Program,"Building collaborative partnerships to address environmental and public health concerns in communities. Eligible uses are: (1) Community-led air and other pollution monitoring, prevention, and remediation, and investments in low- and zero-emission and resilient technologies and related infrastructure and workforce development that help reduce greenhouse gas emissions and other air pollutants; (2) Mitigating climate and health risks from urban heat islands, extreme heat, wood heater emissions, and wildfire events; (3) Climate resiliency and adaptation; (4) Reducing indoor toxics and indoor air pollution; or (5) Facilitating engagement of disadvantaged communities in state and federal advisory groups, workshops, rulemakings, and other public processes. The funding mechanism is cooperative agreements funded for a three-year performance period.",6000,6000,1200,1200,1200,1200,1200,0,1000,1000,1000,1000,1000,1000,0,0,3000,0,3000,0,6000,0,0,0,0,6000,0
Y,2022,EPA,Environmental Justice and External Civil Rights,Community Support,Environmental and Climate Justice Block Grants: Environmental Justice Thriving Communities Grantmaking Program,"Funds up to 11 ""pass-through"" entities to serve as grantmakers, via subawards, to community-based nonprofit organizations, underserved and disadvantaged communities, and other stakeholders in communities with environmental justice concerns. The funding mechanism is cooperative agreements for a three-year performance period.
",110000,110000,22000,22000,22000,22000,22000,0,18326,18326,18326,18326,18326,18326,0,0,55000,0,55000,0,110000,0,0,0,0,110000,0
Y,2022,EPA,Environmental Justice and External Civil Rights,Community Support,Environmental and Climate Justice Block Grants: The Environmental Justice Government-to-Government (EJG2G) Program,"Provides funding to governmental entities at the state, local, territorial and tribal level to support and/or create model government activities that lead to measurable environmental or public health results in communities disproportionately burdened by environmental harms and risks.o provide funding to governmental entities at the state, local, territorial and tribal level to support and/or create model government activities that lead to measurable environmental or public health results in communities disproportionately burdened by environmental harms and risks.

Eligible uses are (1) Community-led air and other pollution monitoring, prevention, and remediation, and investments in low- and zero-emission and resilient technologies and related infrastructure and workforce development that help reduce greenhouse gas emissions and other air pollutants; (2) Mitigating climate and health risks from urban heat islands, extreme heat, wood heater emissions, and wildfire events; (3) Climate resiliency and adaptation; (4) Reducing indoor toxics and indoor air pollution; or (5) Facilitating engagement of disadvantaged communities in state and federal advisory groups, workshops, rulemakings, and other public processes.
",14000,14000,2800,2800,2800,2800,2800,0,2332,2332,2332,2332,2332,2332,0,0,7000,0,7000,0,14000,0,0,0,0,14000,0
Y,2022,EPA,Water,Ground Water and Drinking Water,Underground Injection Control Grants: Class VI wells,"Funds Federal, State, and Tribal government agencies that oversee underground injection activities to prevent contamination of underground sources of drinking water from fluid injection practices. The funding in Bipartisan Infrastructure Law targets funding to Class VI wells utilized for carbon sequestration.

Further detail is found on the EPA website for this program: EPA has announced that it is developing a new $50 million grant program through the Bipartisan Infrastructure Law that will support states, Tribes and territories in developing and implementing UIC Class VI programs. These programs regulate the geologic sequestration of carbon dioxide (CO2) into UIC Class VI wells. Geologic sequestration is a key component of carbon capture and storage, which reduces CO2 emissions to the atmosphere and mitigates climate change.""""",10000,10000,0,0,0,0,0,10000,0,0,0,0,10000,0,0,0,0,0,10000,0,0,10000,0,0,0,10000,0
Y,2022,EPA,Water,Ground Water and Drinking Water,"Water Infrastructure Improvements for the Nation, Small and Underserved
Communities Emerging Contaminants Grant Program",Grants to public water systems in small and underserved/disadvantaged communities.,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,EPA,Water,Ground Water and Drinking Water,Drinking Water State Revolving Fund,Help water systems and States to achieve the health protection objectives of the Safe Drinking Water Act.,2342600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,EPA,Water,Ground Water and Drinking Water,Drinking Water State Revolving Fund Emerging Contaminants (incl. PFAS),"Fund drinking water infrastructure projects to address emerging contaminants, including PFAS.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,EPA,Water,Ground Water and Drinking Water,Drinking Water State Revolving Fund Lead Service Lines Replacement,"Lead service line replacement and associated activities related to identification, planning, design and removal.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y,2022,EPA,Chemical Safety and Pollution Prevention,Pollution Prevention and Toxics,Environmental Product Declaration Assistance,"Supports the development and standardization of environmental product declarations, including measurements of the embodied greenhouse gas emissions of construction materials and products. Eligible uses are developing and verifying environmental product declarations; technical assistance; other activities that assist in measuring, reporting, and steadily reducing the quantity of embodied carbon in construction materials and products.
",25000,25000,0,0,25000,0,0,0,0,0,0,0,25000,0,0,0,12500,0,12500,0,25000,0,0,0,0,25000,0
